back_lr_diff,back_upper_lower_ratio,seat_lr_diff,seat_fb_shift,neck_mean,neck_lr_diff,spine_curve,spine_variation,neck_forward_delta,gyro_y_filt,tilt_est,motion_level,back_right_total,back_left_total,seat_right_total,seat_left_total,seat_front_total,seat_rear_total,label
0.044893760584802156,0.9073767215226144,0.06268761754384937,-0.008324482457200317,21.586330099793756,0.09490245350689364,-1.6677714110677115,1.1381726072589327,1.4103303559812055,2.4062464778308614,-1.5632437445803018,2.288429840526793,37.7821974654671,41.334022131313354,23.959116363034653,27.163896290645546,25.348720011680463,25.774292641999736,normal
0.08052941862252912,0.9750028406887207,0.03208592485665764,0.008816368031799563,20.609377073211235,0.8265271608983547,-3.172280180942483,2.1206201139350624,-0.36735156414382075,2.4029376124523925,0.6658640297962974,1.7075938691777097,35.13674719401812,41.291466923814795,23.977570513111203,25.5672623287983,24.990819165567068,24.554013676342436,normal
0.022673797106447846,0.9654379533815023,0.07923829692199304,-0.07459145676537049,20.121136251167037,2.0725547911917737,-2.025736204007732,0.6752454013359106,0.24737245379660777,0.11508034111663612,1.6042283400035986,0.6790735436047891,41.83297818542862,39.9780123620048,20.84000006468593,24.426869820625782,20.94517402138319,24.321695863928525,normal
0.07189973312801307,1.0048190094248037,0.002115308511130125,-0.010334661421116704,19.4745099489427,1.2762457343931004,-0.356057707316495,1.8660413763364663,0.10553902386764591,1.4376433703922977,0.7750222131621145,1.603888013706145,39.80058716218897,45.967273528726096,25.695959388214856,25.804899595669287,25.48430751652718,26.016551467356962,normal
0.003020993283910092,0.9133777854234247,0.04458851145914903,-0.025363324817723007,18.996234553000647,0.09468935713033844,-3.3153408985003594,1.1051136328334532,-0.40533643640941364,-0.2752862064705677,0.2644869646599375,1.312732445453139,40.945384945819825,41.19352604729872,22.705243222575874,24.824524876710093,23.1621275635547,24.367640535731265,normal
0.03659372146123126,0.9775945471089672,0.0002283321937413174,-0.07620248020658071,19.591408736933992,1.2512909727492705,-1.5432786703681494,0.8424416043195689,1.1071767505412176,2.8208136277183087,0.31090820078866876,1.8073973222490816,38.44998097224162,41.37092500909967,24.254447903541365,24.243374289180093,22.401083890407925,26.096738302313533,normal
0.03970311734035701,1.0714221072746482,0.01398176653657282,-0.04647015723753766,20.116047980648332,1.0695375174880901,2.3732489092294493,2.7024548396597567,-0.004351850928134837,-1.8170499896355075,-0.20104095370437802,1.3598824171846615,40.15762773977622,37.090631018264354,24.06930312371577,24.751909940797844,23.276241785204093,25.544971279309525,normal
0.04453441299674483,0.9442707266891796,0.05911596133291676,-0.03114164275557086,21.10743123779323,0.7905169087550519,2.7175363612003594,1.3408194900671262,2.7972707407295445,-2.3279192628551804,0.8720909327086117,1.485217485113348,41.634396724056565,38.08417680257574,23.750666210841437,26.73518595441824,24.456819880888478,26.0290322843712,normal
0.024242620120871434,0.9775400803528957,0.05673859859774626,0.005379626685220886,20.33188122350907,0.1885212700875556,-1.4951798977715178,0.8639438098236228,0.051842874585450005,2.21486574667766,-0.5525683169602083,2.313657452201714,41.20448130226602,39.25395790090275,24.943673000250946,22.265112606673974,23.731375627566216,23.477409979358704,normal
0.018426647253205315,0.9362272649799389,0.06562541264642,0.059203946558097506,19.914758394723073,0.6717320067369101,-1.8720274470441787,1.3328483112516747,-0.45937919424362406,-0.37600796873774467,1.957359513516895,0.9364229404042774,41.31388357088692,39.81887876030525,20.997212670020488,23.9466738333644,23.80237100862422,21.141515494760675,normal
